44001,"Abbaretz",69849,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Competition departementale"
44001,"Abbaretz",129515,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Competition departementale"
44001,"Abbaretz",197752,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Velo trial","Oui","Non","Non","Loisir - Entretien - Remise en forme"
